category,level,question_text,options,correct_answer_index,explanation
Mathematics,Medium,What are the roots of the quadratic equation x² - 5x + 6 = 0?,["x = 2 and x = 3", "x = -2 and x = -3", "x = 1 and x = 6", "x = -1 and x = -6"],0,Factoring x² - 5x + 6 gives (x - 2)(x - 3) = 0 so the roots are x = 2 and x = 3.
Mathematics,Medium,What is the discriminant of the quadratic equation 2x² + 4x + 2 = 0?,["0", "8", "-8", "16"],0,The discriminant Delta = b² - 4ac = 4² - 4(2)(2) = 16 - 16 = 0.
Mathematics,Medium,If f(x) = 2x² - 3x + 1 what is the value of f(3)?,["10", "8", "12", "14"],0,f(3) = 2(3)² - 3(3) + 1 = 2(9) - 9 + 1 = 18 - 9 + 1 = 10.
Mathematics,Medium,What is the expansion of (a + b)²?,["a² + 2ab + b²", "a² + b²", "a² - 2ab + b²", "a² + ab + b²"],0,(a + b)² = a² + 2ab + b².
Mathematics,Medium,What is the factorization of the difference of squares x² - 49?,["(x - 7)(x + 7)", "(x - 7)²", "(x + 7)²", "(x - 49)(x + 1)"],0,x² - 49 = (x - 7)(x + 7).
Mathematics,Medium,If 2^(x+1) = 16 what is the value of x?,["3", "4", "2", "5"],0,16 = 2⁴ so x + 1 = 4 giving x = 3.
Mathematics,Medium,What is the value of log10(1000)?,["3", "2", "10", "100"],0,10³ = 1000 so log10(1000) = 3.
Mathematics,Medium,What is the simplified form of (x³ * x⁵) / x²?,["x⁶", "x⁴", "x¹⁰", "x⁷"],0,By exponent rules x^(3+5-2) = x⁶.
Mathematics,Medium,What is the solution to the system of equations: x + y = 10 and x - y = 4?,["x = 7 y = 3", "x = 6 y = 4", "x = 8 y = 2", "x = 5 y = 5"],0,Adding equations: 2x = 14 => x = 7; then y = 10 - 7 = 3.
Mathematics,Medium,What is the vertex of the parabola given by y = (x - 3)² + 4?,["(3, 4)", "(-3, 4)", "(3, -4)", "(-3, -4)"],0,In vertex form y = a(x - h)² + k the vertex is (h k) = (3 4).
Mathematics,Medium,What is the slope of the line passing through points (2, 3) and (6, 11)?,["2", "3", "4", "1/2"],0,Slope m = (11 - 3) / (6 - 2) = 8 / 4 = 2.
Mathematics,Medium,What is the distance between the points (1, 2) and (4, 6)?,["5", "6", "7", "25"],0,Distance d = sqrt((4 - 1)² + (6 - 2)²) = sqrt(9 + 16) = sqrt(25) = 5.
Mathematics,Medium,What is the midpoint of the line segment joining points (4, 8) and (8, 2)?,["(6, 5)", "(6, 6)", "(12, 10)", "(2, 3)"],0,Midpoint = ((4+8)/2 (8+2)/2) = (12/2 10/2) = (6 5).
Mathematics,Medium,What is the equation of a circle centered at the origin with a radius of 5?,["x² + y² = 25", "x² + y² = 5", "x² - y² = 25", "(x - 5)² + (y - 5)² = 0"],0,The standard equation of a circle centered at (0,0) is x² + y² = r² = 25.
Mathematics,Medium,What is the slope of a line that is perpendicular to a line with slope 3/4?,["-4/3", "4/3", "-3/4", "3/4"],0,Perpendicular lines have negative reciprocal slopes: -1 / (3/4) = -4/3.
Mathematics,Medium,Which line is parallel to the line y = 4x - 7?,["y = 4x + 10", "y = -4x + 10", "y = (1/4)x - 7", "y = - (1/4)x + 2"],0,Parallel lines share the exact same slope m = 4.
Mathematics,Medium,What is the y-intercept of the line given by 3x + 2y = 12?,["6", "4", "12", "2"],0,Setting x = 0 gives 2y = 12 => y = 6.
Mathematics,Medium,In which quadrant of the Cartesian plane does the point (-4, -6) lie?,["Quadrant III", "Quadrant I", "Quadrant II", "Quadrant IV"],0,Both x and y coordinates are negative in Quadrant III.
Mathematics,Medium,What is the area of a circle with a diameter of 10 cm? (in terms of pi),["25pi cm²", "50pi cm²", "100pi cm²", "10pi cm²"],0,Radius r = 5 cm. Area = pi * r² = 25pi cm².
Mathematics,Medium,What is the slope of any horizontal line in the coordinate plane?,["0", "1", "Undefined", "-1"],0,Horizontal lines have a constant y-value so delta y = 0 giving a slope of 0.
Mathematics,Medium,What is the value of sin(30°)?,["1/2", "sqrt(3)/2", "sqrt(2)/2", "1"],0,sin(30°) = 0.5 = 1/2.
Mathematics,Medium,What is the value of cos(60°)?,["1/2", "sqrt(3)/2", "0", "1"],0,cos(60°) = 1/2.
Mathematics,Medium,What is the fundamental Pythagorean trigonometric identity?,["sin²(theta) + cos²(theta) = 1", "sin²(theta) - cos²(theta) = 1", "tan²(theta) + 1 = cos²(theta)", "sin(theta) + cos(theta) = 1"],0,sin²(theta) + cos²(theta) = 1 for all real angles theta.
Mathematics,Medium,What is the value of tan(45°)?,["1", "0", "sqrt(3)", "1/sqrt(3)"],0,tan(45°) = sin(45°)/cos(45°) = 1.
Mathematics,Medium,In a right-angled triangle what trigonometric ratio is defined as Opposite / Hypotenuse?,["Sine", "Cosine", "Tangent", "Secant"],0,Sine is the ratio of the length of the opposite side to the hypotenuse.
Mathematics,Medium,What is the value of sin(90°)?,["1", "0", "1/2", "-1"],0,sin(90°) = 1.
Mathematics,Medium,What is 180 degrees in radians?,["pi radians", "2pi radians", "pi/2 radians", "3pi/2 radians"],0,180° corresponds exactly to pi radians.
Mathematics,Medium,What is the reciprocal trigonometric function of cosine?,["Secant", "Cosecant", "Cotangent", "Tangent"],0,Secant is defined as sec(theta) = 1 / cos(theta).
Mathematics,Medium,What is the value of cos(0°)?,["1", "0", "-1", "1/2"],0,cos(0°) = 1.
Mathematics,Medium,According to the Law of Sines what relationship holds in any triangle ABC?,["a/sin(A) = b/sin(B) = c/sin(C)", "a² = b² + c² - 2bc*cos(A)", "a*sin(A) = b*sin(B)", "sin(A) + sin(B) = sin(C)"],0,The Law of Sines states that the ratio of each side length to the sine of its opposite angle is constant.
Mathematics,Medium,What is the 10th term of the arithmetic sequence 3, 7, 11, 15, ...?,["39", "43", "35", "40"],0,a_n = a_1 + (n - 1)d = 3 + (10 - 1)*4 = 3 + 36 = 39.
Mathematics,Medium,What is the common difference of the arithmetic sequence 25, 21, 17, 13, ...?,["-4", "4", "-5", "5"],0,Common difference d = 21 - 25 = -4.
Mathematics,Medium,What is the sum of the first 10 positive integers (1 + 2 + ... + 10)?,["55", "50", "45", "60"],0,Sum = n(n + 1)/2 = 10(11)/2 = 55.
Mathematics,Medium,What is the 5th term of the geometric sequence 2, 6, 18, 54, ...?,["162", "486", "108", "216"],0,a_n = a_1 * r^(n-1) = 2 * 3⁴ = 2 * 81 = 162.
Mathematics,Medium,What is the common ratio of the geometric sequence 81, 27, 9, 3, ...?,["1/3", "3", "-1/3", "1/9"],0,Common ratio r = 27 / 81 = 1/3.
Mathematics,Medium,What is the sum of the infinite geometric series 1 + 1/2 + 1/4 + 1/8 + ...?,["2", "1.5", "3", "Infinity"],0,Sum S = a / (1 - r) = 1 / (1 - 1/2) = 1 / 0.5 = 2.
Mathematics,Medium,What are the first five terms of the Fibonacci sequence starting from 1, 1?,["1, 1, 2, 3, 5", "1, 1, 2, 4, 8", "1, 2, 3, 5, 8", "0, 1, 1, 2, 3"],0,Each term is the sum of the previous two: 1 1 2 3 5.
Mathematics,Medium,What is the sum of the interior angles of a regular 6-sided hexagon?,["720°", "540°", "360°", "900°"],0,Sum = (n - 2) * 180° = (6 - 2) * 180° = 4 * 180° = 720°.
Mathematics,Medium,What is the formula for the nth term of an arithmetic progression?,["a_n = a + (n - 1)d", "a_n = a * r^(n-1)", "a_n = a + nd", "a_n = n(a + d)"],0,a_n = a_1 + (n - 1)d gives the nth term of an arithmetic sequence.
Mathematics,Medium,What is the geometric mean of the numbers 4 and 16?,["8", "10", "64", "12"],0,Geometric mean = sqrt(4 * 16) = sqrt(64) = 8.
Mathematics,Medium,In how many different ways can 5 distinct books be arranged on a shelf?,["120", "60", "24", "720"],0,Number of permutations = 5! = 5 * 4 * 3 * 2 * 1 = 120.
Mathematics,Medium,What is the value of the combination 5C2 (choose 2 items out of 5)?,["10", "20", "15", "5"],0,5C2 = 5! / (2! * 3!) = (5 * 4) / 2 = 10.
Mathematics,Medium,What is the value of the permutation 5P2?,["20", "10", "60", "25"],0,5P2 = 5! / 3! = 5 * 4 = 20.
Mathematics,Medium,If two fair six-sided dice are rolled what is the probability of rolling a sum of 7?,["1/6", "1/12", "1/4", "5/36"],0,There are 6 favorable outcomes out of 36 total so 6/36 = 1/6.
Mathematics,Medium,If a card is drawn from a standard 52-card deck what is the probability of drawing an Ace?,["1/13", "1/52", "1/4", "4/13"],0,There are 4 Aces in a deck of 52 cards so 4/52 = 1/13.
Mathematics,Medium,If event A and event B are independent with P(A) = 0.4 and P(B) = 0.5 what is P(A and B)?,["0.20", "0.90", "0.10", "0.45"],0,For independent events P(A and B) = P(A) * P(B) = 0.4 * 0.5 = 0.20.
Mathematics,Medium,What is the probability of flipping 3 heads in a row with a fair coin?,["1/8", "1/6", "1/4", "1/2"],0,P(3 heads) = (1/2)³ = 1/8.
Mathematics,Medium,What is the sum of the probabilities of all mutually exclusive and exhaustive events in a sample space?,["1", "0", "100", "Depends on sample size"],0,The total probability of all outcomes in a sample space always equals exactly 1.
Mathematics,Medium,How many subsets does a set containing 4 elements have?,["16", "8", "12", "4"],0,The number of subsets of an n-element set is 2^n = 2⁴ = 16.
Mathematics,Medium,What is the probability of drawing a red card from a standard deck of 52 playing cards?,["1/2", "1/4", "1/13", "2/3"],0,There are 26 red cards out of 52 so 26/52 = 1/2.
Mathematics,Medium,What is the magnitude of the 2D vector v = (3, 4)?,["5", "7", "25", "1"],0,Magnitude |v| = sqrt(3² + 4²) = sqrt(9 + 16) = sqrt(25) = 5.
Mathematics,Medium,What is the dot product of vectors u = (2, 3) and v = (4, -1)?,["5", "11", "-5", "8"],0,Dot product u . v = (2 * 4) + (3 * -1) = 8 - 3 = 5.
Mathematics,Medium,If two non-zero vectors are perpendicular (orthogonal) what is their dot product?,["0", "1", "-1", "Infinity"],0,u . v = |u||v|cos(90°) = 0.
Mathematics,Medium,What is the determinant of the 2x2 matrix [[3, 2], [1, 4]]?,["10", "14", "12", "2"],0,Det = (3 * 4) - (2 * 1) = 12 - 2 = 10.
Mathematics,Medium,What is the identity matrix of size 2x2?,["[[1, 0], [0, 1]]", "[[0, 1], [1, 0]]", "[[1, 1], [1, 1]]", "[[1, 0], [1, 0]]"],0,The 2x2 identity matrix has 1s along the main diagonal and 0s elsewhere.
Mathematics,Medium,What is the result of multiplying the vector (2, 5) by the scalar 3?,["(6, 15)", "(5, 8)", "(6, 5)", "(2, 15)"],0,3 * (2 5) = (3*2 3*5) = (6 15).
Mathematics,Medium,What is the trace of the matrix [[4, 7], [2, 6]]?,["10", "11", "24", "13"],0,The trace of a square matrix is the sum of its main diagonal elements: 4 + 6 = 10.
Mathematics,Medium,If matrix A is 2x3 and matrix B is 3x4 what are the dimensions of the product matrix AB?,["2x4", "3x3", "2x3", "4x2"],0,The product of an (m x k) matrix and a (k x n) matrix has dimensions (m x n) so 2x4.
Mathematics,Medium,What is the transpose of a row vector [1, 2, 3]?,["A 3x1 column vector [[1], [2], [3]]", "A 1x3 row vector [3, 2, 1]", "A 3x3 matrix", "A scalar 6"],0,Transposing a 1x3 row vector converts it into a 3x1 column vector.
Mathematics,Medium,A square matrix is said to be singular if its determinant is what?,["0", "1", "-1", "Positive"],0,A matrix with a determinant of 0 is singular and cannot be inverted.
Mathematics,Medium,What is the derivative of f(x) = x⁴ with respect to x?,["4x³", "x³", "4x⁵", "12x²"],0,By the power rule d/dx(x^n) = n*x^(n-1) so d/dx(x⁴) = 4x³.
Mathematics,Medium,What is the derivative of a constant number c with respect to x?,["0", "1", "c", "x"],0,The derivative of any constant is 0 because constants do not change.
Mathematics,Medium,What is the derivative of sin(x) with respect to x?,["cos(x)", "-cos(x)", "tan(x)", "-sin(x)"],0,d/dx(sin(x)) = cos(x).
Mathematics,Medium,What is the derivative of cos(x) with respect to x?,["-sin(x)", "sin(x)", "-cos(x)", "sec(x)"],0,d/dx(cos(x)) = -sin(x).
Mathematics,Medium,What is the derivative of the exponential function e^x?,["e^x", "x*e^(x-1)", "ln(x)", "e^(x+1)"],0,d/dx(e^x) = e^x.
Mathematics,Medium,What is the derivative of ln(x) for x > 0?,["1/x", "e^x", "x", "1/x²"],0,d/dx(ln(x)) = 1/x.
Mathematics,Medium,What is the indefinite integral of 2x with respect to x?,["x² + C", "2x² + C", "x + C", "2 + C"],0,Integral of 2x dx = 2(x²/2) + C = x² + C.
Mathematics,Medium,What does the definite integral of a positive function f(x) from a to b represent geometrically?,["The area under the curve y = f(x) between x = a and x = b", "The slope of the tangent line at x = a", "The perimeter of the region", "The average rate of change"],0,The definite integral calculates the signed net area between the curve and the x-axis over [a b].
Mathematics,Medium,What is the limit of (3x + 6) as x approaches 2?,["12", "10", "6", "8"],0,Evaluating directly: 3(2) + 6 = 6 + 6 = 12.
Mathematics,Medium,What is the slope of the tangent line to the curve y = x² at the point where x = 3?,["6", "9", "3", "12"],0,The derivative is y' = 2x. At x = 3 the slope is 2(3) = 6.
Mathematics,Medium,In a standard normal distribution what are the mean and standard deviation?,["Mean = 0 Standard Deviation = 1", "Mean = 1 Standard Deviation = 0", "Mean = 100 Standard Deviation = 15", "Mean = 0 Standard Deviation = 0"],0,A standard normal distribution (Z-distribution) has mean = 0 and standard deviation = 1.
Mathematics,Medium,What is the variance of a dataset if its standard deviation is 4?,["16", "2", "8", "64"],0,Variance = (Standard Deviation)² = 4² = 16.
Mathematics,Medium,In a normal bell curve approximately what percentage of data falls within one standard deviation (+/- 1 sigma) of the mean?,["68%", "95%", "99.7%", "50%"],0,By the empirical rule approximately 68% of observations lie within 1 standard deviation.
Mathematics,Medium,In a normal distribution approximately what percentage of data falls within two standard deviations (+/- 2 sigma)?,["95%", "68%", "99.7%", "90%"],0,Approximately 95% of data falls within 2 standard deviations of the mean.
Mathematics,Medium,What statistical measure quantifies the strength and direction of a linear relationship between two variables?,["Pearson Correlation Coefficient (r)", "Standard Deviation", "Variance", "Interquartile Range"],0,The correlation coefficient r ranges from -1 to +1 indicating negative or positive linear correlation.
Mathematics,Medium,What is the value of the Interquartile Range (IQR)?,["Q3 - Q1", "Q4 - Q1", "Mean - Median", "Maximum - Minimum"],0,IQR is the spread of the middle 50% of the data: Q3 minus Q1.
Mathematics,Medium,What type of skewness does a distribution have if its tail extends further to the right?,["Positive (Right) Skew", "Negative (Left) Skew", "Zero Skew", "Symmetrical"],0,A distribution with a long right tail is positively skewed (mean > median).
Mathematics,Medium,What is a data point that differs significantly from other observations in a dataset called?,["Outlier", "Mode", "Median", "Residual"],0,An outlier is an extreme value situated far away from the main cluster of data.
Mathematics,Medium,What is the Z-score formula for an observation x with mean mu and standard deviation sigma?,["Z = (x - mu) / sigma", "Z = (x + mu) / sigma", "Z = (mu - x) * sigma", "Z = sigma / (x - mu)"],0,The Z-score standardizes a value: Z = (x - mu) / sigma.
Mathematics,Medium,What is the median of the dataset [2, 4, 6, 8, 10, 12]?,["7", "6", "8", "6.5"],0,For an even number of values median = average of two middle numbers (6 + 8)/2 = 7.
Mathematics,Medium,What is the value of the imaginary unit squared (i²)?,["-1", "1", "0", "-i"],0,By definition i = sqrt(-1) so i² = -1.
Mathematics,Medium,What is the complex conjugate of the number 3 + 4i?,["3 - 4i", "-3 - 4i", "-3 + 4i", "4 + 3i"],0,The complex conjugate of a + bi is a - bi so 3 - 4i.
Mathematics,Medium,What is the modulus (absolute value) of the complex number 3 + 4i?,["5", "7", "25", "1"],0,|z| = sqrt(a² + b²) = sqrt(3² + 4²) = sqrt(25) = 5.
Mathematics,Medium,What is the product of (2 + 3i) and (2 - 3i)?,["13", "4", "4 - 9i", "7"],0,(2 + 3i)(2 - 3i) = 2² - (3i)² = 4 - 9(-1) = 4 + 9 = 13.
Mathematics,Medium,What is the set containing all elements that belong to either set A set B or both called?,["Union (A U B)", "Intersection (A cap B)", "Difference (A - B)", "Complement (A')"],0,The union of two sets contains all distinct elements in either set.
Mathematics,Medium,What is the set containing only elements that belong to both set A and set B called?,["Intersection (A cap B)", "Union (A U B)", "Universal set", "Subset"],0,The intersection contains only elements common to both sets.
Mathematics,Medium,What is a set with no elements called?,["The Empty Set (or Null Set)", "Universal Set", "Singleton Set", "Finite Set"],0,An empty set is denoted by {} and contains zero elements.
Mathematics,Medium,If set A has 3 elements and set B has 4 elements how many elements are in the Cartesian product A x B?,["12", "7", "64", "81"],0,|A x B| = |A| * |B| = 3 * 4 = 12 ordered pairs.
Mathematics,Medium,What is the value of i⁴?,["1", "-1", "i", "-i"],0,i⁴ = (i²)² = (-1)² = 1.
Mathematics,Medium,What is the simplified form of (1 + i)²?,["2i", "2", "1 + 2i", "0"],0,(1 + i)² = 1 + 2i + i² = 1 + 2i - 1 = 2i.
Mathematics,Medium,If a right triangle has legs of length 6 cm and 8 cm what is the length of its hypotenuse?,["10 cm", "12 cm", "14 cm", "100 cm"],0,By the Pythagorean theorem: c = sqrt(6² + 8²) = sqrt(36 + 64) = sqrt(100) = 10 cm.
Mathematics,Medium,What is the surface area of a cube with edge length 5 cm?,["150 cm²", "125 cm²", "100 cm²", "25 cm²"],0,Surface area = 6 * a² = 6 * 5² = 6 * 25 = 150 cm².
Mathematics,Medium,What is the volume of a cylinder with radius 3 cm and height 7 cm? (use V = pi * r² * h),["63pi cm³", "21pi cm³", "42pi cm³", "147pi cm³"],0,V = pi * 3² * 7 = pi * 9 * 7 = 63pi cm³.
Mathematics,Medium,If an investment of $1000 earns simple annual interest at 5% per year what is the total interest after 3 years?,["$150", "$1,150", "$50", "$200"],0,Interest = Principal * Rate * Time = 1000 * 0.05 * 3 = $150.
Mathematics,Medium,What is the solution to the equation log2(x) = 5?,["32", "10", "25", "64"],0,x = 2⁵ = 32.
Mathematics,Medium,If a regular polygon has interior angles measuring 120° each how many sides does it have?,["6 (Hexagon)", "5 (Pentagon)", "8 (Octagon)", "10 (Decagon)"],0,Interior angle = (n - 2)*180 / n = 120 => 180n - 360 = 120n => 60n = 360 => n = 6.
Mathematics,Medium,What is the probability of selecting a prime number from the set of integers from 1 to 10 inclusive?,["2/5", "1/2", "3/10", "1/5"],0,The primes are {2, 3, 5, 7} so there are 4 primes out of 10 numbers: 4/10 = 2/5.
Mathematics,Medium,What is the area of a triangle with base 10 cm and height 6 cm?,["30 cm²", "60 cm²", "16 cm²", "20 cm²"],0,Area = (1/2) * base * height = (1/2) * 10 * 6 = 30 cm².
Mathematics,Medium,If the ratio of two complementary angles is 1:2 what are the measures of the angles?,["30° and 60°", "45° and 45°", "20° and 70°", "36° and 54°"],0,x + 2x = 90° => 3x = 90° => x = 30° so 30° and 60°.
Mathematics,Medium,What is the value of 100 divided by (2 * 5²)?,["2", "10", "20", "4"],0,5² = 25 then 2 * 25 = 50 then 100 / 50 = 2.
