category,level,question_text,options,correct_answer_index,explanation
Geography,Easy,What is the largest continent on Earth by both land area and population?,["Africa", "Asia", "North America", "Europe"],1,Asia is the largest continent covering about 30% of Earth's land area and holding over 60% of the world population.
Geography,Easy,Which is the smallest continent by land area?,["Antarctica", "Europe", "Australia (Oceania)", "South America"],2,Australia is the world's smallest continent by total land area.
Geography,Easy,What is the largest and deepest ocean on Earth?,["Atlantic Ocean", "Indian Ocean", "Pacific Ocean", "Arctic Ocean"],2,The Pacific Ocean covers more than 30% of the Earth's surface and contains the Mariana Trench.
Geography,Easy,Which is the smallest and shallowest of the world's five major oceans?,["Indian Ocean", "Arctic Ocean", "Southern Ocean", "Atlantic Ocean"],1,The Arctic Ocean is the smallest and shallowest of the world's oceans.
Geography,Easy,What is the highest mountain peak above sea level in the world?,["K2", "Mount Everest", "Kangchenjunga", "Mount Kilimanjaro"],1,Mount Everest in the Himalayas stands at 8 848.86 meters (29 031.7 ft) above sea level.
Geography,Easy,Which river is traditionally recognized as the longest river in the world?,["Amazon River", "Nile River", "Yangtze River", "Mississippi River"],1,The Nile River in northeastern Africa stretches approximately 6 650 km (4 132 miles).
Geography,Easy,Which river carries the largest volume of water discharge in the world?,["Nile River", "Congo River", "Amazon River", "Ganges River"],2,The Amazon River holds the largest drainage basin and water flow volume on Earth.
Geography,Easy,What is the largest hot desert in the world?,["Gobi Desert", "Kalahari Desert", "Sahara Desert", "Arabian Desert"],2,The Sahara Desert in North Africa covers approximately 9.2 million square kilometers.
Geography,Easy,What is the largest island in the world that is not considered a continent?,["Madagascar", "Greenland", "New Guinea", "Borneo"],1,Greenland is the world's largest island covering over 2.16 million square kilometers.
Geography,Easy,What is the lowest natural dry land point on the Earth's surface?,["Death Valley", "The Dead Sea shore", "Danakil Depression", "Lake Eyre"],1,The shores of the Dead Sea sit at roughly 430 meters below sea level.
Geography,Easy,What is the capital city of France?,["Marseille", "Lyon", "Paris", "Nice"],2,Paris is the capital and most populous city of France.
