category,level,question_text,options,correct_answer_index,explanation
Sports,Hard,In association football which law of the IFAB Laws of the Game specifically governs the Offside offense?,["Law 10", "Law 11", "Law 12", "Law 14"],1,Law 11 of the IFAB Laws of the Game details the conditions and exceptions for offside position and offense.
Sports,Hard,Which football tactical formation famous for 'Total Football' was pioneered by Rinus Michels and refined by Johan Cruyff at Ajax and Barcelona?,["4-4-2 Diamond", "4-3-3 with Fluid Interchanging", "3-5-2 Wingback", "Catenaccio 1-4-3-2"],1,Total Football revolutionized tactical space management using a fluid 4-3-3 setup where outfield players fluidly take over each other's roles.
Sports,Hard,In football history what term describes the defensive system popularized in Italy by Helenio Herrera featuring a sweeper (libero) behind the defensive line?,["Tiki-Taka", "Catenaccio", "Gegenpressing", "Joga Bonito"],1,Catenaccio emphasized deep defensive lines tactical discipline and a dedicated sweeper.
Sports,Hard,Who is the only football player to have won three FIFA World Cup tournaments (1958 1962 1970)?,["Diego Maradona", "Pelé (Edson Arantes do Nascimento)", "Garrincha", "Franz Beckenbauer"],1,Pelé was part of Brazil's World Cup winning squads in 1958 1962 and 1970.
Sports,Hard,What 1950 World Cup match known as the 'Maracanaço' saw Uruguay defeat hosts Brazil 2-1 in front of nearly 200 000 spectators?,["1950 World Cup Final Round Decider", "1950 World Cup Semifinal", "1950 Copa Rio", "1950 Panamerican Final"],0,The 1950 World Cup was decided by a round-robin group where Uruguay upset Brazil in the de facto final at the Maracanã Stadium.
Sports,Hard,Which club won five consecutive European Cup (Champions League) titles between 1956 and 1960?,["Real Madrid", "AC Milan", "Liverpool", "Ajax"],0,Real Madrid dominated the initial European Cup editions led by Alfredo Di Stéfano and Ferenc Puskás.
Sports,Hard,What is the name of the rule in football where a goalkeeper cannot handle the ball with their hands if deliberately kicked back by a teammate?,["The Back-Pass Rule", "The Six-Second Rule", "The Advantage Rule", "The Indirect Free-Kick Law"],0,Introduced in 1992 the back-pass rule prohibited goalkeepers from catching intentional foot-passes from teammates to speed up play.
Sports,Hard,Which French striker scored 13 goals in a single tournament at the 1958 FIFA World Cup in Sweden a record that still stands?,["Just Fontaine", "Raymond Kopa", "Michel Platini", "Thierry Henry"],0,Just Fontaine scored 13 goals in 6 games during the 1958 tournament.
Sports,Hard,In the UEFA Champions League which tie-breaking criterion was permanently abolished by UEFA across all club competitions in 2021?,["The Away Goals Rule", "Extra Time", "Penalty Shootouts", "Goal Difference"],0,UEFA removed the away goals rule for knockout matches starting in the 2021-22 European season.
Sports,Hard,What term describes the intense counter-pressing tactical philosophy popularized by Ralf Rangnick and Jürgen Klopp?,["Gegenpressing", "Tiki-Taka", "Sarra-Ball", "WM System"],0,Gegenpressing focuses on winning the ball back immediately within seconds of losing possession high up the pitch.
Sports,Hard,In the NBA what collective bargaining provision allows teams to exceed the salary cap to re-sign their own veteran free agents?,["Bird Rights (Larry Bird Exception)", "Mid-Level Exception", "Bi-Annual Exception", "Traded Player Exception"],0,The Larry Bird exception enables franchises to exceed salary cap limits to retain tenured roster assets.
Sports,Hard,Who was the first player in NBA history to average a triple-double across an entire regular season (1961-1962)?,["Magic Johnson", "Oscar Robertson", "Russell Westbrook", "Jason Kidd"],1,Oscar Robertson averaged 30.8 points 12.5 rebounds and 11.4 assists per game for the Cincinnati Royals in 1961-62.
Sports,Hard,What defensive tactical scheme designed by Chuck Daly's Detroit Pistons in the late 1980s physically disrupted Michael Jordan's driving lanes?,["The Jordan Rules", "The Hack-a-Shaq Scheme", "The Box-and-One", "The Triangle Trap"],0,The Jordan Rules utilized aggressive double-teams and physical contact to force Jordan away from preferred scoring zones.
Sports,Hard,What offensive system famously utilized by Phil Jackson with the Bulls and Lakers was developed by Tex Winter?,["The Triangle Offense (Triple-Post Offense)", "The Seven Seconds or Less Offense", "The Princeton Offense", "The Motion Offense"],0,The Triangle Offense creates spacing through post play corner cuts and read-and-react passing sequences.
Sports,Hard,What metric in advanced basketball analytics measures a player's per-minute productivity normalized to league-average pace and efficiency?,["PER (Player Efficiency Rating)", "True Shooting Percentage (TS%)", "Win Shares per 48", "Box Plus/Minus (BPM)"],0,Developed by John Hollinger PER sums a player's positive and negative contributions into a per-minute rating.
Sports,Hard,What is the specific formula used in basketball analytics to calculate True Shooting Percentage (TS%)?,["PTS / (2 * (FGA + 0.44 * FTA))", "PTS / (FGA + FTA)", "(FGM + 0.5 * 3PM) / FGA", "PTS / FGA"],0,True Shooting Percentage accounts for 2-point field goals 3-point field goals and free throws using the standard 0.44 multiplier on FTA.
Sports,Hard,Which NBA player recorded the only official quadruple-double in NBA Finals history (later adjusted) or holds the most career quadruple-doubles with David Robinson and Hakeem Olajuwon?,["Nate Thurmond", "David Robinson", "Hakeem Olajuwon", "Alvin Robertson"],0,Nate Thurmond recorded the first official NBA quadruple-double in 1974 (22 pts 14 reb 13 ast 12 blk).
Sports,Hard,In the NBA Draft Lottery what type of draft rights pick protection allows a team to retain its pick if it falls within a designated range?,["Top-protected pick (e.g. Top-4 Protected)", "Unprotected pick", "Swap right option", "Compensatory selection"],0,Lottery protections allow trading teams to retain their draft pick if it falls within pre-negotiated draft slots.
Sports,Hard,What rule was introduced into the NBA in 1954 by Syracuse Nationals owner Danny Biasone to prevent stall tactics?,["The 24-Second Shot Clock", "The Goaltending Rule", "The Three-Point Line", "The Lane Widening from 6 to 12 Feet"],0,Danny Biasone designed the 24-second shot clock by dividing 2 880 game seconds by an estimated 120 total shots per game.
Sports,Hard,Which NBA player holds the record for the highest scoring average in a single NBA Finals series (41.0 PPG in 1993)?,["Jerry West", "Michael Jordan", "Shaquille O'Neal", "LeBron James"],1,Michael Jordan averaged 41.0 points per game against the Phoenix Suns in the 1993 NBA Finals.
Sports,Hard,Under Law 36 of the MCC Laws of Cricket which condition is essential for a batsman to be given out Leg Before Wicket (LBW) when playing a shot?,["The ball must pitch in line with or outside off stump, not pitch outside leg stump, and impact in line with the wickets", "The ball must bounce at least twice", "The ball must pitch outside leg stump", "The batsman must be outside the popping crease"],0,For LBW the ball cannot pitch outside leg stump and if a shot is offered the impact must be in line with the stumps.
Sports,Hard,What controversial bowling tactic devised by Douglas Jardine during the 1932-33 Ashes series in Australia aimed fast rising deliveries at the batsman's body with leg-side fielders?,["Bodyline (Fast Leg Theory)", "Doosra bowling", "Reverse Swing", "Googly tactic"],0,Bodyline targeted the upper body of Australian batsmen particularly Don Bradman leading to major diplomatic and sporting friction.
Sports,Hard,What legendary batting average did Sir Donald Bradman finish his Test career with needing only 4 runs in his final innings to average 100?,["98.54", "99.94", "99.44", "101.20"],1,Donald Bradman was bowled for a duck in his final Test innings at The Oval in 1948 leaving his career average at 99.94.
Sports,Hard,What type of spin delivery is bowled by an off-spinner that spins away from the right-handed batsman (in the opposite direction of a standard off-break)?,["Doosra", "Googly", "Flipper", "Carrom Ball"],0,Pioneered by Saqlain Mushtaq the Doosra turns away from a right-hander while bowling with an off-spinner's wrist action.
Sports,Hard,What aerodynamic phenomenon causes an older cricket ball with one rough side and one polished side to deviate toward the shiny side when bowled at high speeds?,["Reverse Swing", "Conventional Swing", "Magnus Effect", "Boundary Layer Separation Delay"],0,Reverse swing occurs when laminar flow over the rough side trips into early turbulence pulling the ball in the opposite direction of conventional swing.
Sports,Hard,What statistical method is officially used by the ICC to calculate target scores in rain-affected limited-overs cricket matches?,["Duckworth-Lewis-Stern (DLS) Method", "VJD Method", "Rain Rule Ratio", "Par Run Average System"],0,The DLS method calculates revised run targets using exponential resource decay curves based on remaining overs and wickets.
Sports,Hard,Which bowler delivered the 'Ball of the Century' to dismiss Mike Gatting at Old Trafford during the 1993 Ashes series?,["Shane Warne", "Muttiah Muralitharan", "Stuart MacGill", "Anil Kumble"],0,Shane Warne's first delivery in an Ashes Test in England pitched outside leg stump and spun sharply across to clip off stump.
Sports,Hard,In Test cricket what are the minimum dimensions required for the boundaries under ICC Standard Playing Conditions?,["65 yards (59.43 m) minimum from pitch center, with max 90 yards (82.29 m)", "50 yards minimum", "80 yards minimum", "100 yards minimum"],0,ICC regulations stipulate boundaries between 65 and 90 yards from the pitch center.
Sports,Hard,Who is the only cricketer to have captained his country to victory in a Cricket World Cup become Prime Minister and founded a major cancer hospital?,["Imran Khan", "Arjuna Ranatunga", "Clive Lloyd", "Kapil Dev"],0,Imran Khan captained Pakistan to the 1992 World Cup title and served as Prime Minister of Pakistan from 2018 to 2022.
Sports,Hard,What fielding position in cricket is situated on the leg side behind the wicketkeeper specialized for catching top edges and sweeps?,["Fine Leg / Leg Slip", "Silly Mid-Off", "Deep Extra Cover", "Cow Corner"],0,Leg slip and fine leg cover the quadrant behind the batsman's leg side.
Sports,Hard,What physiological and aerodynamic factor causes red clay courts (like Roland Garros) to produce higher bounces and slower ball velocities than grass courts?,["High coefficient of sliding friction and crushed brick aggregate surface gripping the ball", "Low atmospheric moisture absorption", "Grass root compression rebound", "Absence of court baseline cushioning"],0,Crushed brick and limestone generate significant friction upon ball impact converting horizontal speed into high vertical topspin bounce.
Sports,Hard,Which female tennis player completed the first Open Era Grand Slam in women's singles in 1970?,["Margaret Court", "Billie Jean King", "Chris Evert", "Evonne Goolagong"],0,Margaret Court won the Australian Open French Open Wimbledon and US Open in 1970 becoming the first woman in the Open Era to do so.
Sports,Hard,In tennis match analysis what grip style places the base knuckle of the index finger on bevel 5 of the racquet handle to generate maximum heavy topspin?,["Full Western Grip", "Eastern Forehand Grip", "Semi-Western Grip", "Continental Grip"],0,The Western grip rotates the hand underneath the racquet handle to close the racquet face for heavy topspin generation.
Sports,Hard,Who was the last male tennis player to win Wimbledon using a wooden racquet (1981)?,["Björn Borg", "John McEnroe", "Jimmy Connors", "Arthur Ashe"],0,Björn Borg's five-consecutive Wimbledon run was achieved with a Donnay wooden racquet; John McEnroe defeated him in 1981 using wooden/graphite compositions.
Sports,Hard,What 1973 exhibition match at the Houston Astrodome between Billie Jean King and Bobby Riggs was billed as the 'Battle of the Sexes'?,["Battle of the Sexes", "Houston Showdown", "The Classic Clash", "Astrodome Open"],0,Billie Jean King defeated former men's champion Bobby Riggs in straight sets (6-4 6-3 6-3) in a watershed moment for women's sports.
