category,level,question_text,options,correct_answer_index,explanation
Technology,Easy,What does CPU stand for in computer technology?,["Central Processing Unit", "Computer Personal Unit", "Central Peripheral Utility", "Core Processing Union"],0,The CPU is the primary component of a computer that acts as its 'brain' to execute instructions.
Technology,Easy,Which computer component is considered volatile memory because it loses data when powered off?,["Hard Disk Drive", "Read-Only Memory (ROM)", "Random Access Memory (RAM)", "Solid State Drive"],2,RAM is temporary working memory that requires electrical power to maintain its data.
Technology,Easy,What is the primary purpose of a computer's hard drive?,["To cool down the processor", "To provide long-term data storage", "To process graphics rapidly", "To connect to the internet"],1,Hard drives (HDDs and SSDs) are used for permanent data storage and file retention.
Technology,Easy,Which of the following is an input device?,["Monitor", "Printer", "Keyboard", "Speaker"],2,A keyboard allows users to input text and commands into a computer system.
Technology,Easy,Which of the following is an output device?,["Mouse", "Microphone", "Monitor", "Scanner"],2,A monitor displays visual output generated by the computer's graphics card.
Technology,Easy,What is the main circuit board inside a computer called?,["Motherboard", "Sound card", "Network interface card", "Power supply unit"],0,The motherboard connects all major internal components like the CPU RAM and storage together.
Technology,Easy,What type of hardware component protects a CPU from overheating by dissipating heat?,["Power supply", "Heat sink and fan", "Hard drive enclosure", "Graphic card shroud"],1,Heat sinks and fans draw thermal energy away from the CPU to keep it within safe operating temperatures.
Technology,Easy,Which device acts as a pointer on a graphical user interface (GUI)?,["Keyboard", "Mouse", "Printer", "Modem"],1,A mouse allows users to control a cursor and interact with visual elements on a screen.
Technology,Easy,What does USB stand for?,["Universal Serial Bus", "United Software Base", "Universal System Backup", "Ultra Speed Boot"],0,USB is an industry standard for cables connectors and protocols for connection and power supply.
Technology,Easy,Which technology component converts alternating current (AC) from a wall outlet to low-voltage direct current (DC) for a computer?,["Inverter", "Motherboard", "Power Supply Unit (PSU)", "Transformer core"],2,The PSU safely distributes regulated DC power to internal computer components.
Technology,Easy,What does URL stand for?,["Uniform Resource Locator", "Universal Routing Link", "United Resource Locator", "User Remote Line"],0,A URL is the distinct address used to locate a specific resource or webpage on the internet.
Technology,Easy,What does WWW stand for in a website address?,["World Wide Web", "World Wide Wrestling", "Western Wireless Web", "Word Wide Website"],0,The World Wide Web is an interconnected system of public web pages accessible through the internet.
